year,title,abstract,doi,url,source
2012,Reengineering legacy systems towards system of systems development,"Despite the evolution of the hardware that enabled even small components to interconnect and the modern software engineering paradigms that eased information exchange, several systems still operate standalone and do not share resources naturally with each other. In this paper, we show that if these systems are reengineered appropriately using existing techniques, they can share useful resources, work cooperatively, and compose more complex systems like System of Systems (SoS). Our case study illustrates how distinct Electronic Funds Transfer (EFT) legacy systems were reengineered to compose a SoS intended to deliver an increasing number of financial operations.",10.1109/IRI.2012.6303067,,ieeeexplore; scopus; webofscience
2012,Study on system of systems capability architecture development based on DoDAF V2.0,"Capability, which can be seen as an emergent property of a system of systems, is the ability to achieve a desired effect in a specific context. It can be depicted by one or more operational threads that compose a set of operational activities. Based on DoDAF V2.0, this article proposes a four-phased process of SoS capability architecture development mainly using the capability viewpoint to describe capability taxonomy and evolution, and the operational viewpoint to describe the tasks and activities. And a search and rescue system is provided as an example to illustrate the process. © 2012 Inderscience Enterprises Ltd.",10.1504/IJSSE.2012.046556,,scopus
2011,System of Systems and Emergence Part 2: Synergetic Effects and Emergence,"The paper is in two parts and in Part (1) attempts to formalise the loose concept of ""System of Systems"" (SoS) within the context of Systems Theory whilst in Part (2) explores and develops a conceptual framework for emergence that is suitable for further development. We view the notion of SoS as an evolution of the standard notion of systems and provide an abstract and generic definition that is detached from the particular domain. The notion of emergence is considered within both the framework of Composite and SoS and it is linked to the problem of defining functions on a given system and evaluating their values. The emergence is thus presented as the defining signature of a system including System of Systems.",10.1109/ICETET.2011.52,https://ieeexplore.ieee.org/abstract/document/6120550/,ieeeexplore; scopus; googlescholar
2012,Research on system of systems complexity and decision making,"Complexity in System of Systems (SoS) is a key factor in SoS decision making. This paper analyzes the main characteristics of SoS, especially its complexity in terms of monolithic emergence, component systems adaption and uncertainty in SoS evolution. It further discusses the effects of SoS complexity on SoS decision making. In light of SoS complexity, the paper figures out the major problems that need to be addressed in four areas, namely SoS adaption, abnormity analysis in SoS evolution, exploratory analysis of SoS capability and SoS simulation. In conclusion the paper proposes a preliminary SoS decision making model based on the analysis of SoS adaption. © 2012 Springer-Verlag.",10.1007/978-3-642-34387-2_2,,scopus; springerlink; webofscience
2012,Design method requirements for agile system of systems,"The paper defines the need for new and innovative methods for business analysts to analyze and design systems in the emerging agile environments. The paper goal is to provide models for business analysts to identify collaborative arrangements needed to sustain collaboration within continually evolving business environment. The paper begins by describing the characteristics of the emerging environments and the requirements of new design methodologies. It focuses on ways to manage complexity, process integration and emphasis on social structures needed to respond creatively to changes in the environment. The goal is to create an architecture that encourages the emergence of new collaborations in response to changes in the environment and can easily accommodate process change. The collaborative architecture defines the collaborative arrangements and responsibilities to make the collaboration sustainable. The paper develops a framework to describe business networks as a system of systems and ways to model collaboration between the different systems. The paper then proposes living systems theory as the framework for identifying the relationships of business units of different organizations and the messaging structure to support emerging collaboration between the business units. The paper illustrates a way to model a system of systems using living systems theory. It combines this theory with open modelling to show ways to manage complexity, process integration and collaboration. It then describes the kinds of tools needed to support the modelling and illustrates with an example of its use. It uses process outsourcing that involves a number of partners and suppliers as an example. © (2012) by the AIS/ICIS Administrative Office All rights reserved.",,,scopus; webofscience
2008,Models for risk management of systems of systems,"This paper addresses the need for developing a body of prescriptive theory and methodology for modelling Systems of Systems (SoS). This will enable analysts to appropriately model and understand the SoS evolving behaviour due to the continued forced changes imposed on them. To place this need in historical perspective, the evolution of the field of systems engineering/analysis is briefly reviewed. The complexity of SoS is characterised by the highly interconnected and interdependent physical and economic infrastructure sectors of every country in the world, which introduce significant modelling challenges for the systems analysts. Economic, physical, cyber, workforce, organisational, and international intra- and interdependencies are introduced. Particular economic interdependency models (the Inoperability Input-Output Model (IIM) and its derivatives) follow. Hierarchical Holographic Modelling (HHM) for studying the multiple dimensions of risk to SoS is introduced, followed by the Phantom System Models (PSM) for modelling emergent large-scale SoS. Copyright © 2008 Inderscience Enterprises Ltd.",10.1504/ijsse.2008.018138,https://www.inderscienceonline.com/doi/abs/10.1504/IJSSE.2008.018138,scopus; googlescholar
2021,Intelligent and Adaptive Systems of Systems for Engineering Desired Self-organization and Emergent Behavior,"The existence and rise of highly complex problems require solutions that can adapt to changing events and environments. An engineered solution must address highly complex problems through adaptive architectures and the embedding of constituent systems with the intelligence to learn self-organize, collaborate, and evolve in order to achieve desired adaptable emergent behavior. Advances in information and computational technologies enable the potential development of complex, adaptive, and intelligent capabilities needed to engineer complex adaptive system of system solutions. This paper presents concepts for an engineered solution that can address highly complex problems through self-organization and desired emergent behavior. © 2021, Springer Nature Switzerland AG.",10.1007/978-3-030-63128-4_11,,scopus; springerlink
2011,Systems of Systems and Security: A Defense Perspective,"… evolving to meet changing demands. For the purpose of this discussion, defense systems of systems … Systems engineers are particularly challenged in mission-level systems of systems …",10.1002/inst.201114211,https://incose.onlinelibrary.wiley.com/doi/abs/10.1002/inst.201114211,wiley; googlescholar
2011,Considerations for a requirements engineering process model for the development of systems of systems,"The complexities associated with managing requirements for building systems within systems, interconnected and networked systems, and systems communicating with each other across many distributed types of environments has long since been recognized. However, dealing with the process of requirements engineering for these types of systems is still a serious concern for most complex projects, given the various types of system development paradigms that are carried out today, and the rapid evolution of requirements at various phases of the project. In order to obtain optimal requirements that reflect the characteristics of and constraints imposed by systems of systems, there needs to be an appropriate requirements engineering process in place. In this paper, the authors present several considerations for an ideal, generic requirements engineering process model that would be helpful in guiding the requirements engineering process for the development of systems of systems.",10.1109/RESS.2011.6043922,https://ieeexplore.ieee.org/abstract/document/6043922/,ieeeexplore; scopus; googlescholar
2020,Adding a detrital actor to increase system of system resilience: A case study test of a biologically inspired design heuristic to guide sociotechnical network evolution,"Networking complex sociotechnical systems into larger Systems of Systems (SoS) typically results in improved performance characteristics including sustainability, efficiency, and productivity. The response, or lack thereof, of many SoS to unexpected constituent system failures undermines their effectiveness in many cases. SoS performance after faults can be improved by improving the SoS’s hard (physical design) or soft (human intervention) resilience. The current approaches to increase resilience are limited due to the cost and necessary of human response increasing non-linearly with SoS scale. The limitations of current approaches require a novel design approach to improve SoS network resilience. We hypothesize that biologically inspired network design can improve SoS resilience. To illustrate this, a systems dynamics model of a Forestry Industry is presented and an optimization search over potential hard and soft resilience approaches is compared to a biologically inspired network improvement. SoS network resilience is measured through the newly developed System of System Resilience Measurement (SoSRM). Our first result provides evidence that biologically inspired network design provides an approach to increase SoS resilience beyond hard and soft resilience improvements alone. Second, this work provides evidence that having a SoS constituent fulfill the ecosystem role of detrital actor increases resilience. Third, this paper documents the first case study using the new SoSRM metric to justify a design decision. Finally, this case study provides a counter-example to the theory that increased sustainability always results in increased resilience. By comparing biologically inspired network redesign and optimized traditional resilience improvements, this paper provides evidence that biologically inspired intervention may be the needed strategy to increase sociotechnical SoS network resilience, improve SoS performance, and overcome the limitations of traditional resilience improvement approaches. Copyright © 2020 by ASME.",10.1115/1.4048579,https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/142/12/121705/1087483,scopus; webofscience; googlescholar
2011,System of Systems Readiness Assessment,"Is this system still fit for purpose? This question becomes critical in a system of systems because many unannounced changes occur throughout the system content and context during its operational life. This challenge arises in multiple usage domains such as defense, national security, industrial, financial, commercial or personal. A system of systems readiness assessment capability must be devised by the systems engineering activity and rigorously vetted during system development, deployment and evolution. The authors describe a set of candidate capabilities and technologies which may enable a comprehensive, fast and trusted assessment capability. Furthermore such assessment capability may be extended to aid in highlighting system resiliency shortfalls, diagnosing failures, and vetting proposed changes to any constituent system.",10.1109/ICSEng.2011.71,https://ieeexplore.ieee.org/abstract/document/5482494/,ieeeexplore; scopus; googlescholar
2006,Open at the top; open at the bottom; and continually (but slowly) evolving,"Systems of systems differ from traditional systems in that they are open at the top, open at the bottom, and continually (but slowly) evolving. ""Open at the top"" means that there is no pre-defined top level application. New applications may be created at any time. ""Open at the bottom"" means that the system primitives are defined functionally rather than concretely. This allows the implementation of these primitives to be modified as technology changes. ""Continually (but slowly) evolving"" means that the system's functionality is stable enough to be useful but is understood to be subject to modification. Systems with these properties tend to be environments within which other systems operate - and hence are systems of systems. It is also important to understand the larger environment within which a system of systems exists",10.1109/SYSOSE.2006.1652271,https://ieeexplore.ieee.org/abstract/document/1652271/,ieeeexplore; scopus; webofscience; googlescholar
2011,Evolution of verification techniques by increasing autonomy of cooperating agents,"As system parts are becoming increasingly decoupled, gaining at the same time in terms of local autonomy, this article elaborates on the effects this trend has on verification and validation techniques. Both qualitative approaches to fault detection and quantitative approaches to reliability assessment are analyzed in the light of their evolution to adapt to the increasing decentralization and autonomy of modern 'systems of systems'.",10.1007/978-3-642-24806-1_27,,scopus; springerlink; webofscience
2011,System of systems engineering with the ESA architecture framework,"This paper presents an overview of the ESA Architecture Framework (ESA-AF) and supporting tools which have been developed by the European Space Agency (ESA). A new activity has been started to consolidate and improve ESA-AF and the supporting tools, based on the initial feedback of the different stakeholders. The work is being performed for ESA by VEGA. System of Systems (SoS) Engineering addresses the development and operations of evolving programmes that comprise a collaboration of diverse sets of system assets. SoS engineering has its roots in the defence domain and is increasingly being applied in other complex domains such as air transportation, healthcare and global communication networks. In comparison to systems engineering of monolithic systems, SoS engineering is often performed under some level of uncertainty regarding the requirements and the constituent systems, and involves considerations at multiple levels and domains. While traditional systems engineering seeks to optimise individual systems, SoS engineering normally seeks to optimise a network of various interacting legacy and new systems brought together to satisfy multiple objectives. SoS engineering enables the decision-makers to understand the implications of various choices on technical performance, costs, extensibility and flexibility over time. In order to master the analysis and assessment of existing systems as well as the optimisation of future systems, new methods and technologies must be introduced in the ESA environment. To support the definition of these systems of systems ESA has performed a number of studies in the area of Architecture Frameworks. One of these activities has resulted in the development of ESA-AF, which is based on existing frameworks, such as the UK's Ministry of Defence Architecture Framework (MODAF). ESA-AF has now been applied in pilot activities on a number of large programmes. These include the Global Monitoring for Environment and Security (GMES), Space Situational Awareness (SSA) and Galileo global navigation systems. All of these programmes consist of large complex systems of systems for which ESA-AF is able to provide support. The pilot activities have provided valuable feedback on the application of ESA-AF and this experience is being fed back into the ESA-AF consolidation activity. In the paper we present the ESA-AF meta-model, its governance model and the tools that have been developed to exploit SoS models. We then introduce some of the areas that users of ESA-AF have identified for improvement and how this is driving the current activity to consolidate ESA-AF to better meet ESA's future requirements. Copyright ©2011 by VEGA, ESA. All rights reserved.",,,scopus
2010,Cost and risk considerations for test and evaluation of unmanned and autonomous systems of systems,"The evolutionary nature of Unmanned and Autonomous systems of systems (UASoS) acquisition needs to be matched by evolutionary test capabilities yet to be developed. As part of this effort we attempt to understand the cost and risk considerations for UASoS Test and Evaluation (T&E) and propose the development of a parametric cost model to conduct trade-off analyses. This paper focuses on understanding the need for effort estimation for UASoS, the limitations of existing cost estimation models, and how our effort can be merged with the cost estimation processes. We present the prioritization of both technical and organizational cost drivers. We note that all drivers associated with time constraints, integration, complexity, understanding of architecture and requirements are rated highly, while those regarding stakeholders and team cohesion are rated as medium. We intend for our cost model approach to provide management guidance to the T&E community in estimating the effort required for UASoS T&E.",10.1109/SYSOSE.2010.5544062,https://ieeexplore.ieee.org/abstract/document/5544062/,ieeeexplore; scopus; googlescholar
2011,"2011 Workshop on Requirements Engineering for Systems, Services and Systems-of-Systems, RESS 2011 - Workshop Co-located with the 19th IEEE International Requirements Engineering Conference","The proceedings contain 14 papers. The topics discussed include: an introduction to the workshop on requirements for systems, services, and systems of systems; smarter Architecture & engineering: game changer for requirements management: a position paper; addressing requirements engineering challenges in the context of emergent Systems; evolution vs. innovation in requirements for services; towards a framework for describing cloud service characteristics for use by chief information officers; developing requirements in an established domain using tags and metadata; a pragmatic strategy for creative requirements elicitation: From current work practice to future work practice; extending use case diagrams to support requirements discovery; and Colaba: collaborative design of cross-organizational processes.",,,scopus
2011,Research on simulation optimization of system of systems target of cruise missile cooperative attack,A probability rule based method was given to solve the cruise missile cooperative attack to system of systems target simulation optimization problem. The main idea of this method is to full discovery the hidden knowledge of simulation output data and use the generated knowledge to guide the optimization direction. First a cooperative attack simulation optimization problem was constructed; second the framework of the optimization algorithm was proposed; then two key techniques which were probability rule construction through Bayesian networks learning and the alternative evolution method were discussed. The method was validated by simulation experiments.,,,scopus
2020,Characterizing Systems of Systems change and failure via network-based metrics,"A System of System (SoS) is a synthesis of independent systems functioning together towards a common goal. They are characterized by their dynamic nature and evolvability during operation: Addition, removal, and modification of component systems and functions. It is, therefore, important to characterize the tolerance of such systems to changes and failures. Most change propagation and failure analysis methods require some knowledge of failure and change probabilities, failure modes, and design parameters, which is difficult to obtain or unavailable to an SoS decision-maker, as component systems are independent in their management and operation. Consequently, this paper uses highlevel SoS functional models and network-based metrics to characterize SoSs functions and assess the functional change and failure of such systems. The proposed measures are deployed on an electric vehicle to grid-related service to show how it can aid an SoS decision-maker during the system's development and operation. Copyright © Proceedings of the 22nd Inter. Dep. and Structure Modeling Conf., DSM 2020.",,,scopus
2019,Testing Cyber-Physical Systems via Evolutionary Algorithms and Machine Learning,"Cyber-Physical Systems (CPS) are systems or systems of systems made up of collaborating computational elements that control physical entities. CPS are developed in diverse domains ranging from automotive and aerospace to medical systems. This keynote argues that search-based techniques are a suitable match for testing CPS as they can handle complex continuous behaviors, scale to large test input spaces and are applicable to black-box systems such as physics-based simulators used in CPS development. In addition, the keynote demonstrates how search-based techniques can be flexibly combined with machine learning to improve search effectiveness and extend test results with explanatory information.",10.1109/SBST.2019.00008,https://ieeexplore.ieee.org/abstract/document/8812192/,acm; ieeeexplore; scopus; webofscience; googlescholar
2015,Harnessing Emergence: The Control and Design of Emergent Behavior in System of Systems Engineering,"According to Ashby, emergent behavior manifest itself due to a lack of understanding of the system. The problem while apparent in monolithic systems takes on center-stage in a system of system (SoS), components of which are geographically displaced and have independent managerial, evolutionary and operational controls. The emergent behavior in SoS manifests in-situ and lack computational and systems engineering approaches to prevent the engineering of emergent behaviors in SoS modeling and simulation (M&amp;S). The subject of computational emergence requires a much needed focus. This article will discuss key emergent behaviors important to SoS engineering. We will apply Systems Theory, Control Theory and principles of Cybernetics to suggest a way forward for engineering of emergent behaviors in SoS M&amp;S.",,https://www.researchgate.net/profile/Larry-Rainey/publication/283047152_Harnessing_Emergence_The_Control_and_Design_of_Emergent_Behavior_in_System_of_Systems_Engineering/links/58403e9808aeda696811701e/Harnessing-Emergence-The-Control-and-Design-of-Emergent-Behavior-in-System-of-Systems-Engineering.pdf,acm; scopus; googlescholar
2008,Engineering Systems of Systems,"Over the past decade, the focus of much effort in systems development has evolved from the development of individual self- contained systems to the integration of large-scale systems of systems (SoS) that are constantly evolving to address new user needs. Because these types of systems of systems no longer have a single controlling authority, have components that are developed and evolve independently, and as a result cannot be specified by a top-down set of requirements, the methods for engineering them need to be modified from the methods for engineering traditional systems. This paper identifies the characteristics of SoS, proposes a SoS life cycle, and identifies some considerations for requirements engineering in an SoS environment.",10.1109/SYSTEMS.2008.4519005,https://ieeexplore.ieee.org/abstract/document/4519005/,ieeeexplore; scopus; webofscience; googlescholar
2007,Managing the evolution of dependability cases for systems of systems,"Dependability is a composite property consisting of attributes such as reliability, availability, safety and security. The achievement of these attributes is often essential for the operational …",,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=4a79a0326feedb8a76748a353a4583dc67f0aedf,googlescholar
2010,Multi-disciplinary design optimization of lunar surface systems in the context of a system-of-systems,"As space exploration architectures increase in complexity and scope, component systems must meet the needs of these architectures by performing in multiple operational environments and for multiple phases of architectural evolution. The purpose of this study is to propose an approach for investigating the use of system-of-systems engineering principles and methodologies to create system design options that perform effectively at both the system and system-of-systems levels, across multiple concepts of operations, and over multiple systems architectural phases. A preliminary methodology is presented along with its application to the design of power systems for use in NASA's Constellation Program's Lunar Surface System Architecture. Also presented are the proposed setup of the application problem and a path forward for implementation of the proposed methodology. © 2010 by the American Institute of Aeronautics and Astronautics, Inc. All rights reserved.",10.2514/6.2010-2185,,scopus
2010,System of Systems Challenges,"The available technology (e.g., the Internet) makes it possible to interconnect independently developed embedded systems ( legacy systems ) to form new system-of-systems (SoS) thatpromise more efficient economic processes and improved services. Examples of SoSs are smart power distribution , car-to-car communication , or air-traffic control . The different sub-systems of an SoS are developed according to their unique architectural style , are operated by different organization and serve their own purposes. The integration of the subsystems into an SoS can be static or dynamic. The emergent properties that come into existence by the integration of the sub-systems can be predicted or are, at first, unforeseen . There a number of unique challenges in the design of system of systems such as, for example: the alignment of the diverse architectural styles, the control of the emergent properties, information security, and the provision of dependable service in the face of the continuous evolution of the subsystems. This talk will elaborate on the characteristics of SoS and will focus on the mentioned research challenges that must be tackled in order to provide dependable SoS services.",10.1007/978-3-642-15651-9_35,,springerlink
2009,Data-Flow Integration Testing Adapted to Runtime Evolution in Component-Based Systems,"Systems of Systems are large-scale information centric component-based systems. Because they can be more easily expressed as an information flow, they are built following the data-flow paradigm. These systems present high availability requirements that make their runtime evolution necessary. This means that integration and system testing will have to be performed at runtime as well. Already existing techniques for runtime integration and testing are usually focused on component-based systems which follow the client-server paradigm, and are not well suited for data-flow systems. In this paper we present virtual components, a way of defining units of data-flow behaviour that greatly simplifies the definition and maintenance of integration tests when the system evolves at runtime. We present and discuss an example of how to use virtual components for thispurpose.",10.1145/1596495.1596499,https://dl.acm.org/doi/abs/10.1145/1596495.1596499,acm; scopus; googlescholar; webofscience
2010,Constructing program management framework: A system of systems approach,"Programs are aimed at achieving long term objectives that create value to stakeholders. They consist of a portfolio of projects, each of which aims at achieving specific sub-goals. A program emerges as a system of systems (SoS) when these projects are connected in a systemic way to accomplish program objectives. This entails that programs have an architecture that defines how the various projects interact to accomplish the overall objectives. Current program management approaches, however, largely treat programs as a collection of projects that are managed operationally to optimize outcomes at each level, rather than as a system to be architected. This paper develops a systemic architecture for programs in terms of three interconnected facets: value realization, program construction and program execution, and highlights the role of program worldview in this. Each of these facets brings out some aspects of the way in which projects relate to each other within a program. We propose an iterative framework in which models are developed for addressing each facet, but there is also an overall structure of activity and information flows that facilitates interplay and co-evolution of the models. The result is a holistic approach to managing programs as a system of systems, at a level over and above project management. ©2010 IEEE.",10.1109/SYSTEMS.2010.5482471,,scopus
2010,Constructing Program Management Framework A System of Systems Approach,"Programs are aimed at achieving long term objectives that create value to stakeholders. They consist of a portfolio of projects, each of which aims at achieving specific sub- goals. A program emerges as a system of systems (SoS) when these projects are connected in a systemic way to accomplish program objectives. This entails that programs have an architecture that defines how the various projects interact to accomplish the overall objectives. Current program management approaches, however, largely treat programs as a collection of projects that are managed operationally to optimize outcomes at each level, rather than as a system to be architected. This paper develops a systemic architecture for programs in terms of three interconnected facets: value realization, program construction and program execution, and highlights the role of program worldview in this. Each of these facets brings out some aspects of the way in which projects relate to each other within a program. We propose an iterative framework in which models are developed for addressing each facet, but there is also an overall structure of activity and information flows that facilitates interplay and co- evolution of the models. The result is a holistic approach to managing programs as a system of systems, at a level over and above project management.",10.1109/SYSTEMS.2010.5482471,,webofscience
2008,Architecture support for runtime integration and verification of component-based Systems of Systems,"Systems-of-systems (SoS) represent a novel kind of system, for which runtime evolution is a key requirement, as components join and leave during runtime. Current component integration and verification techniques are not enough in such a dynamic environment. In this paper we present ATLAS, an architectural framework that enables the runtime integration and verification of a system, based on the built-in test paradigm. ATLAS augments components with two specific interfaces to add and remove tests, and to provide adequate testability features to run these tests. To illustrate our approach, we present a case study of a dynamic reconfiguration scenario of components, in the maritime safety and security domain, using our implementation of ATLAS for the fractal component model. We demonstrate that built-in testing can be extended beyond development-time component integration testing, to support runtime reconfiguration and verification of component-based systems.",10.1109/ASEW.2008.4686292,https://ieeexplore.ieee.org/abstract/document/4686292/,ieeeexplore; scopus; webofscience; googlescholar
2006,System of systems (SoS) engineering & architecture challenges in a net centric environment,"As the DOD moves through the brave new world of transformation in a NetCentric environment, the importance of understanding how system engineering needs to evolve to embrace this environment becomes more urgent. System of systems (SoS) in an environment dominated by applying NetCentric principles and influenced by our customers would, by its very nature, require us to redefine how we apply system engineering. This paper presents observations on what would influence and define the evolution of system engineering into the SoS environment. It highlights new competencies that would be needed in order to leverage SoS. Experimentation would be a key enabler to realize the impacts of SoS in order to understand its inherent emergent properties. What does this mean for classical system engineering as we know it today and SE of a SoS be that much different than SE for the systems? This paper examines these issues and implication on the vision for net centric operations (NCO) and net centric warfare (NCW)",10.1109/SYSOSE.2006.1652264,,ieeeexplore; scopus; webofscience
2018,A System-of-Systems Approach to Improving Intelligent Predictions and Decisions in a Time-series Environment,"Aerospace production systems, publically traded securities, and countless other systems generate data in time-series formats. The capability to predict future values and outcomes allow optimal decisions and process adjustments to mitigate risk and achieve objectives. This is an application paper that explores improving the accuracy and precision of generating predicted values and decisions with time-series data by integrating existing data mining technologies and information systems. Existing systems are integrated into a System-of-System (SoS) meta-architecture utilizing the Flexible and Intelligent Learning Architecture for SoS (FILA-SoS) [2]. The Overall Objective of the SoS is to maximize the Key Performance Attributes (KPA): Performance of the Predicted Value, Performance of the Predicted Decision, Affordability, Scalabihty, and Robustness. Architectures are generated, assessed, and selected using evolutionary algorithms integrated with a Fuzzy Inference System. The SoS is evaluated with time-series data of publicly traded securities [1]. The results obtained suggest the best or near optimal SoS meta-architecture to improve predictions and decisions of time-series data versus single or hybrid stand-alone systems.",10.1109/SYSOSE.2018.8428744,https://ieeexplore.ieee.org/abstract/document/8428744/,ieeeexplore; scopus; webofscience; googlescholar
2008,Testing Challenges of Maritime Safety and Security Systems-of-Systems,"Maritime Safety and Security systems represent a novel kind of large-scale distributed component-based systems in which the individual components are elaborate and complex systems in their own right. Two distinguishing characteristics are their ability to evolve during runtime, that is, joining and leaving of components, and the need for high reliability of the system. In this paper, we identify the challenges that will have to be addressed, given the current state of the art in component-based software engineering in order to build such system-of-systems. In particular, we highlight the specific difficulties regarding acceptance and testing. A first group of testing challenges is raised by the need of accepting the integration of such large systems, and the ability to reconfigure them at runtime. A second group of testing challenges comes from the fact that, generally, not all the sub-systems are designed along the same kind of architecture (e.g. client-server vs. publish-subscribe architecture). Devising an integration testing process for such hybrid architecture is inherently harder than for a homogeneous one.",10.1109/TAIC-PART.2008.14,https://ieeexplore.ieee.org/abstract/document/4670298/,ieeeexplore; scopus; webofscience; googlescholar
2007,An engineering systems perspective on system of systems methodology,"Traditional methodologies for system design and development have proven insufficient when it comes to very large and distributed systems. As a consequence, research on complex socio-technical systems i.e. System-of-Systems [SoS], has evolved, At the same time, researchers of complex systems that are not SoS have started to pay attention to the tools and methods developed within the area of SoS. The purpose of this paper is therefore twofold: (1) to improve the understanding of SoS and SoS methods from a non-SoS point of view, by presenting SoS definitions, properties and behavior of SoS, and (2) to analyze current non-SoS development methodologies to test their applicability in a SoS environment. Finally a metric for the well-being of a SoS is introduced.",,https://ieeexplore.ieee.org/abstract/document/4258864/,googlescholar
2005,Key challenges and opportunities in'system of systems' engineering,"System of systems engineering (SoSE) extracts value from existing assets and designs new assets to be more easily re-purposed, than has been the case. One way SoSE arrives at a system of systems (SoS) is by interfacing or incorporating existing systems. Another way is by ""harmonizing"" a set of holons. Either way managing the on-going evolution of the SoS is more challenging than initializing the SoS. This paper presents the challenges and opportunities for the next generation of concepts, principles, methods and tools that are needed for creating and sustaining SoS's.",,https://ieeexplore.ieee.org/abstract/document/1571272/,googlescholar
2001,System of Systems (SoS) enterprise systems engineering for information-intensive organizations,"Abstract This article describes the emerging roles of the systems engineering (SE) function in supporting enterprise management in information-intensive organizations. “Enterprise Systems Engineering” (ESE) comprises three major roles or “levels” of systems engineering for successful and efficient development or procurement of large complex systems of systems (SoS). While the authors' experience focuses predominantly on government organizations acting as their own SoS integrators, the SoS ESE concept has generic applicability for any organization, public or private, seeking to attain competitive advantage through leveraging of information technology resources and systems. The processes and tools described here have been developed and successfully employed to facilitate government project management and investment decisions and control. [Carlock and Decker, 1998] This paper describes a formal three-level SoS ESE process that, at the top level, organizes and maintains all of the details of the enterprise-wide SoS architecture and strategic development plan in a flexible framework that accommodates the changes expected over a long SoS evolution. The information maintained in this framework allows the organization to know where it is going, how and when it is going to get there, the required capabilities and interfaces of each SoS component, and the impact of changes to system requirements, budgets, schedules, etc., on the overall SoS. The middle level processes allow the organization to perform trade studies among alternative solutions to implement required capabilities based on what is best for the enterprise-wide SoS rather than just local considerations. The end result of the middle level processes is a selected and approved solution and its associated cost, schedule, benefits, and technical baselines. The third level processes implement the approved solutions in accordance with the approved baselines. © 2001 John Wiley \& Sons, Inc. Syst Eng 4: 242–261, 2001",10.1002/sys.1021,,wiley
2009,Test and evaluation evolutionary modeling and simulation accreditation approach for the ballistic missile defense system,"The multi-service Ballistic Missile Defense System (BMDS) Operational Test Agency (OTA) Team provides independent Operational Assessments (OAs) of the BMDS capability to defend the United States, its deployed forces, friends and allies against ballistic missiles of all ranges and in all phases of flight. The Ballistic Missile Defense System is an integrated, 'layered"" architecture of ground- and seabased interceptor missiles that provides multiple opportunities to destroy missiles and their warheads before they can reach their targets. The independent OA provides an annual snapshot of the system capabilities and limitations based on the testing that has been conducted throughout the year. Due to the inherent limitations of real-world data, modeling and simulation (M&S) is a necessary component to provide comprehensive OAs. The overarching challenge is the accreditation of M&S representing element, component, and overall system capabilities across a multinational/multi-service system of systems in a spiral development process of technology insertions and fielding. The BMDS OTA Team has designed a proven approach and process in accordance with Department of Defense (DoD) related instructions and guidance to determine the credibility of the results from designated M&S. This document focuses on the BMDS OTA VV&A approach that includes analysis and derivation of acceptance criteria leading to an accreditation of element, component, and system M&S. This document also identifies evolutionary improvements being considered for the current approach. Copyright © (2009) by SISO - Simulation Interoperability Standards Organization.",,,scopus
2009,3.5.0 Can We Engineer the Emergent Behavior of A System-of-Systems?,"Abstract Emergent behaviors exist in biological systems, physical systems and human performance. It is an inherited nature of a System-of-Systems (SoS). SoS displays a global complexity that cannot be adequately managed by hierarchical structures and central control; therefore, traditional systems engineering and management approaches are necessary but insufficient for a SoS. Little is currently known about constructing an interoperable network of systems and the incorporation of emergent behaviors. The purpose of this panel is to explore the possibilities of developing an architecture model including the emergent behavior. The challenge is how to understand the initiation mechanisms of the emergent behaviors for a particular system architecture model so that the resident beneficial or harmful emergent behaviors can be enhanced or mitigated with selected changes in the model. Is model-based the only feasible approach to develop the architecture model with emergent behavior? If this is the answer, what kind of modeling methodology? Should it be solely based on agent-based modeling or a combination of SysML and agent-based? Is SysML ready to deal with emergent behavior? For a non-modeling consideration, can we plan for the beneficial or harmful emergent properties? How do we overcome development friction that is bound to arise when there are complex, independent, overlapping governances, for example, the customer requirements for a SoS evolve over time, etc.? There may only be SoS modeling at the level of the government agency, which actually procures but does not build, and not at the level of contractors who build the next generation of technologies.",10.1002/j.2334-5837.2009.tb00969.x,,wiley
2006,21 st century processes for acquiring 21 st century software-intensive systems of systems,"Our experiences in helping to define, acquire, develop, and assess 21st century software-intensive systems of systems (SISOS) have taught us that traditional 20th century acquisition and development processes do not work well on such systems. This article summarises the characteristics of such systems, and indicates the major problem areas in using traditional processes on them. We also present new processes that we and others have been developing, applying, and evolving to address 21st century SISOS. These include extensions to the risk-driven spiral model to cover broad (many systems), deep (many supplier levels), and long (many increments) acquisitions needing rapid fielding, high assurance, adaptability to high-change traffic, and complex interactions with evolving commercial off-the-shelf products, legacy systems, and external systems.",,,scopus
