year,title,abstract,doi,url,source
2022,Validation of Assurance Case for Dynamic Systems,"Aviation safety has accrued and applied decades of understanding on known risks and effective mitigations. That knowledge captured in compliance standards - can be tested for predictable outcomes. Autonomy that involves learning systems tend to be dynamic and may continuously be adapting to their environment. Such continuous adaptation has inherent unknown risks depending upon the guardrails imposed on the learning systems. Design assurance and use of traditional standards are inadequate for these dynamic systems.Assurance Cases are used to present an argument for the assurance of systems. Dynamic systems require that assurance cases be continuously validated. One method of validation is using real time collection of Safety Performance Indicators (SPIs) which are crafted during the development of the system. This paper presents the need for SPIs and methods for creating and nurturing the SPIs to help all stakeholders. This method shadows regulations and allows risk-based approvals that may be applied for both conventional and for novel technology.Aviation is facing enormous growth in autonomous technology, reuse of components of unknown pedigree, and new aircraft designs that do not fit into Type classification. Mitigations are more heavily connected to operations, training, and other components of the ecosystem itself. The challenge is to make an assurance case for vehicles within the ecosystem. The automobile industry, which is similarly challenged by dynamically changing autonomous systems, is finding some possible solutions to build safer systems.UL 4600, a Standard for Safety for the Evaluation of Autonomous Products applies to fully autonomous road vehicles. The goal-based, technology-neutral features of UL 4600 have been extended to apply to aviation. So applied, the assurance process is adaptable to innovation and discovery while encouraging the current practices of standards compliance and taking a System of Systems (SoS) view. It proposes an assurance case that is an organized argument that a system is acceptable for its intended use with respect to specified concerns (such as safety, security, correctness). This paper gives guidance for validation of an assurance case through monitoring SPI within the operational context. The method by monitoring safety performance indices in the operational environment provides continued validation even as the ecosystem, components and controls change.For approval of novel systems including UAS and AAM, with features that do not lend themselves to traditional compliance methods, regulators have embraced the Safety Continuum perspective, which focuses on safety performance achieving expected outcomes. The performance-based assurance methods can be used with initially wider performance margins for certification of novel products, components of unknown pedigree, and autonomous vehicles. As the performance range is better known the margins can be decreased.Further, this paper recognizes that a one-time initial approval/acceptance is not adequate for learning systems and novel features. The continued validation through performance supports fast-paced development and product evolution. The initial assurance case for a product can limit risk through a closed environment until the margin for some unknowns is validated. for example, if the performance of collision avoidance function using new technology is not known, larger alert limits may be implemented until more confidence is gained after validating the assurance case via SPIs.The approach of monitored SPI throughout the life of the product is now feasible with the aid of big data processing. The aviation industry is already using similar methods for identifying maintenance problems. As systems grow more autonomous, more machine-to-machine exchanges are involved, making it easy to extend the monitoring and prediction practices to SPI.The method also allows for variants and derivatives of the baseline to have their own assurance case within the context of the baseline argument. The key is replacing design approval with through-life assurance that connects continuous operational safety into both the design and airworthiness determinations. The determination is predicated on the monitored SPIs and predicted performance of the product remaining consistent with the assurance argument predictions. This enables even complex automated products to be audited for airworthiness with an evolving ecosystem based on monitored and predictive data.Another advantage of the performance-based assurance case is the public comprehensibility of safety. With SPIs and predictions of performance the automobile segment has paved the way for public scrutiny of automated vehicles. The use of SPIs in aeronautical product assurance will facilitate transparency. This could be accomplished through appropriate dashboards to aid public perception and explain events and precautions taken during the evolution toward more autonomous aviation vehicles. This could reflect a stepwise evolution of complexity.This paper explores how the aviation industry can apply performance-based assurance case methods to assure new and novel as well as systems of unknown pedigree. The same framework could then be extended to autonomous systems and new types of aircraft which do not fit the current Type classification. One of the major benefits of this technology agnostic method are faster risk-based approvals of novel technology within a Safety Continuum.",10.1109/DASC55683.2022.9925731,,ieeeexplore; scopus
2022,Upgrading Approach for MaaS Level 4 Using UAF,"Mobility as a Service (MaaS) is being commercialized and studied worldwide to overcome social issues such as transportation and environmental problems. To implement MaaS, solutions provided by different administrative, operational, and independent enterprises in different industry sectors need to be combined and integrated as a single service according to their objectives and needs. The ultimate goal of MaaS is the integration of social goals (i.e., involving regional policy; also called Level 4). To achieve this, the entirety of the systems constituting MaaS must be viewed as a System of Systems (SoS), and various stakeholders in different industry areas must work closely together based on policy objectives. In this paper, we propose an ""upgrading approach"" to enable the gradual evolution of SoS based on its architecture to achieve MaaS Level 4. The case study is called ""Snow Country MaaS,"" and it considers the heavy snowfall area of Japan. Unified Architecture Framework (UAF) is used for the architecture description. The SoS architecture of Snow Country MaaS is described by an iterative approach based on the strategic, operational, service, and resource perspectives defined in UAF. By applying the upgrading approach to the hierarchical perspectives defined in UAF, it is possible to discuss and determine policies for the evolution and criteria for the entire SoS from multiple perspectives.",10.1109/ISSE54508.2022.10005337,,ieeeexplore; scopus; webofscience
2002,The acquisition of a System of Systems is just a simple multi-phased parallel-processing paradigm,"Much research effort is being expended in an effort to develop new concepts that can be used to solve the problem of managing Systems of Systems. This paper shows that from an information and knowledge management perspective the system and software life cycle (SLC) for a single system is a multi-phased time-ordered parallel-processing recursive paradigm that is little different from the uncoordinated ad-hoc evolution of a System of Systems. Hence, after providing the necessary coordination, information and knowledge management based tools and techniques may be used to control the SLC of each of the individual systems in the System of Systems as well as the System of Systems itself.",10.1109/IEMC.2002.1038487,https://ieeexplore.ieee.org/abstract/document/1038487/,ieeeexplore; scopus; webofscience; googlescholar
2011,Architectural Patterns for Self-Organizing Systems-of-Systems,"Contemporary threats exhibit unique characteristics that challenge classical security systems. In response to these threats, the DoD has an increased focus on applying proven SE techniques to SoS, which provide more functionality and performance than the sum of the constituentsystems. Tools and techniques are necessary to facilitate evolution of today's systems. One major need is the ability to develop agile SoS architectures that respond to contemporary threats. This paper focuses on one characteristic of contemporary threats, self-organization. Different SoS are reviewed for the driving forces that support their self-organizing architecture. Necessary characteristics are identified and general constructs are put forward as candidate architectural patterns. These candidate patterns are now available for evaluation and employmentconsideration. They can be applied when problems common to the pattern manifest in new environments. They also add to the body of knowledge for SoS SE.",10.1002/j.2334-5837.2011.tb01246.x,,scopus; wiley; wiley
2001,2.1.4 Managing the Wood not the Trees - The Smart Acquisition Approach to Systems of Systems,"Abstract The challenge of Systems of Systems has particular significance in the acquisition, deployment and operation of defence equipment. In the UK, MOD sees that a major part of the solution to the effective creation, use and evolution of defence SoS lies in particular improvements in organisational structure, in project responsibilities and in the definition and application of systems engineering processes. These three areas of change are providing a framework for tackling SoS issues. MOD's Smart Acquisition initiative is leading to management structures and responsibilities, at the executive and project levels, and to technical processes that more effectively meet the SoS challenges.",10.1002/j.2334-5837.2001.tb02274.x,,wiley
2019,A System Dynamics and Scenarios Framework for Architecting Product Design Goals for Changeability,"The design of changeable product architecture requires modeling the dynamic interaction between products and the sociotechnical sphere, in order to understand where changeability is needed. For example, a government approval of airport expansions will impact airline operations, and the design priorities of new airliners. The purpose of this paper is to develop an approach to determine design goals for a new product architecture in system of systems (SoS). These goals become dynamic, once linked to their underlying societal changes. The characteristic of the approach is to integrate system dynamics (SD) and scenario planning; thus, SD captures quantitative aspects of societal and product function dynamics, while scenarios provide a narrative explicating parameter choices, assumptions, and implications. In this paper, SD models include business and societal aspects to evaluate long-term profitability. Goal prioritization for a new product is obtained in the form of importance weights via global sensitivity analysis; these weights are highly dependent on external functions and risk attitude, and vary in time. A toy case study deals with modeling the household freezer's past evolution in an SoS to find evolving design priorities. The result is a positive evaluation of the method, using a recent Design for Changeability framework.",10.1109/JSYST.2018.2886565,,ieeeexplore; scopus; webofscience
2019,Architecting federations of systems: A framework for capturing synergy,"This paper defines Federations of Systems, introduces a tailored architecting framework, and demonstrates it in a satellite design case study. While certainly not being new concepts in the literature, federations are a class of Systems of Systems (SoS) that have not been extensively explored due to the scarcity of applied examples and still few practitioners facing their specific design challenges. This is expected to change with the advent of the Internet of Things, Machine to Machine applications, collaborative consumption, and Federated Satellite Systems. It has become henceforth necessary to develop approaches in design and architecting capable of addressing such interconnected sets of systems. Federations are SoS characterized by the absence of global goals and stakeholders, and cooperation enabled only on an opportunistic basis. Systems engage in federations when the perceived benefit exceeds the costs of the necessary interfaces. The proposed framework quantifies the upper limits to the net benefits of cooperation between systems through the concept of synergy. Using synergy as a heuristic to navigate federated design spaces, the framework predicts the appearance and evolution of federations. The demonstration of the framework in a six-satellite federation shows that advantages of federating emerge with the collaboration between just two systems. Interface costs, architectural cost preferences, and network topology drive the achievable benefits. Specifically, when considering communication architectures under 80 MUSD for satellite systems, federating is advantageous when the interface lifecycle costs are below 15 MUSD. This demonstration case exemplifies how federating can assist systems in achieving design points that dominate the solutions of their local tradespace. © 2019 Wiley Periodicals, Inc.",10.1002/sys.21482,,scopus; wiley; webofscience
2018,Adaptation to extreme weather events in complex health and social care systems: The example of older people’s services in England,"Our findings contribute to a growing international literature on how conceptual models from complexity theory may be relevant to inform planning in health and social care systems, helping to adapt and improve preparedness and resilience to extreme weather events. We focus on findings from two case studies in England and their relationship to national policy for adaptation. Complexity theory helped to frame strategies for planning for events that are emergent and unpredictable. We find from our case studies that, in spite of the uncertainty involved, some ‘principles’ derived from parts of the literature on complexity theory may provide a helpful framework for the development of more robust preparedness strategies in the health and social care sector. By viewing health and social care as a ‘system of systems’, adaptation planning recognises the interrelationships of built, institutional and social infrastructures. The idea of local systems, with variable, path-dependent attributes, which are partially closed, but permeable to other parts of the wider network, leads to an actionable model of adaptation which emphasises the potential value of local self-organisation, but also underlines the importance of co-evolution across the wider system and the vital role of national initiatives and support for adaptation strategies. The value of sharing experience from local case studies across the national system, as well as among local partners, is very apparent in the experience reported here. © 2017, © European Stroke Organisation 2017.",10.1177/2399654417695101,,scopus
2018,A Cooperative SoS Architecting Approach Based on Adaptive Multi-Agent Systems,This paper focuses on Systems of Systems (SoS) modeling and architecting. SoS architecting deals with the way that independent components of a SoS can be dynamically structured and can change autonomously their interactions in an efficient manner to fulfill the goal of the SoS and to cope with an evolving environment.In this context we defined a new model called SApHESIA (SoS Architecting HEuriStIc based on Agents) focusing on the environment and its dynamics. We also proposed a cooperative heuristic to control interactions exchanges between components. These contributions are then instantiated to a case study and evaluated through two scenarii. Obtained results are finally discussed and some perspectives are given.,10.1145/3194754.3194756,,acm; scopus; webofscience; ieeeexplore
2016,ENGINEERING THE VIRTUAL OR COLLABORATIVE SOS,"ABSTRACT The largest, most complex, and most prevalent systems of systems (SoS) are virtual or collaborative in nature. In such a SoS, there is no central authority to perform systems engineering. Yet, the virtual or collaborative SoS does grow, adapt, and evolve in response to the needs of the many stakeholders. Changes in the SoS happen because of many changes in the constituent systems (CS), with each change occurring when the CS owners deem it useful to change. The systems engineering activities in the CS can be used to guide and affect the SoS through a collaborative and competitive environment in which each CS systems engineer seeks to optimize the SoS behavior for their own purposes. This requires a different approach to the systems engineering activities, in which greater emphasis is on the higher-level analysis, architecting, and quantification. This paper describes the modified systems engineering approach, showing how to engineer the SoS from within the scope of a CS.",10.1002/inst.12113,,wiley
2015,Simulation-based analysis of reconfigurable system of system Network topologies for resilience using Bayesian Networks,"An emerging understanding of resilient systems is as a management principle or framework allowing for reconfiguration or adaptation in the face of threats or shocks. This is a new approach engineered system resilience: the more traditional approach is that systems may focus on resistance to threats, and speedy recovery if vulnerabilities are breached. This notion can potentially integrate interdisciplinary research currently pursued in systems engineering, design theory, infrastructure risk analysis, and statistical learning to create an approach that permits both evaluation of system resilience and also the value of system evolvability in the face of operational hazards. In prior work, a vision for reconfigurable systems based on Bayesian Networks was articulated but not tested or demonstrated. In this paper, we demonstrate a Bayesian Network inspired approach to measuring the value of re-configurability in systems of systems that can be represented in directed acyclic graphs using a simulation-based approach. For the purpose of our investigation, re-configurability means that a system can adapt its structure to structural failures in either system components or links between components. The latter is called structural flexibility, whereas the former is called functional flexibility. Undirected Bayesian Networks are used to structure the relationships between the subsystem components, and the graphical model is then used in conjunction with concepts from functional dependency network theory to evaluate the response the system under updated configurations.",,,scopus
2008,Systems engineering for capabilities,"With the increased emphasis on capabilities and networking, the DoD is recognizing the criticality of effective end-to-end performance of systems of systems (SoS) to meet user needs. While acquisition continues to focus on systems, systems requirements are increasingly based on assessment of gaps in user capabilities and in priority areas; there is an increasing focus on integration across systems to enable capabilities. Thus, the role of systems engineering (SE) is expanding to the engineering of SoS that provide user capabilities. This article discusses the shape of SoS in the DoD today. It outlines a recent initiative to provide guidance on the application of SE processes to the definition and evolution of SoS.",,https://apps.dtic.mil/sti/citations/tr/ADA489896,scopus; googlescholar
2012,Agile collaborative systems engineering - Motivation for a novel approach to systems engineering,"Well-established systems engineering approaches are becoming more inadequate as today's systems are becoming more complex, more global, more software intensive, more COTS/re-use based and more evolving. The changes in the organization and management of such systems of systems projects make it even more difficult for traditional systems engineering approaches. Increased level of outsourcing, significant amount of subcontractors, more integration than development, reduced project cycles, ecosystem like collaborative developments, software product lines and global development are some of the changes in the project life cycle approaches. In this paper, we gather and synthesize the current literature to highlight the need for an agile systems engineering approach and to characterize its agile properties in order to support our motivation for a novel systems engineering approach for large scale software intensive systems of systems projects. © 2012 by Emrah Asan and Semih Bilgen.",,,scopus
2010,SoS management strategy impacts on SoS engineering effort,"To quickly respond to changing business and mission needs, many organizations are integrating new and existing systems with commercial-off-the- shelf (COTS) products into network-centric, knowledge-based, software-intensive systems of systems (SoS). With this approach, system development processes to define the new architecture, identify sources to either supply or develop the required components, and eventually integrate and test these high level components are evolving and are being referred to as SoS Engineering (SoSE). This research shows that there exist conditions under which investments in SoSE have positive and negative returns on investment, provides the first quantitative determination of these conditions, and points out directions for future research that would strengthen the results. © 2010 Springer-Verlag.",10.1007/978-3-642-14347-2_8,,scopus; springerlink; webofscience
2008,Systems Thinking for the Enterprise: A Thought Piece,"This paper suggests a way of managing the acquisition of capabilities for large-scale government enterprises that is different from traditional “specify and build” approaches commonly employed by U.S. government agencies in acquiring individual systems or systems of systems (SoS). Enterprise capabilities evolve through the emergence and convergence of information and other technologies and their integration into social, institutional and operational organizations and processes. Enterprise capabilities evolve whether or not the enterprise has processes in place to actively manage them. Thus the critical role of enterprise system engineering (ESE) processes should be to shape, enhance and accelerate the “natural” evolution of enterprise capabilities. ESE processes do not replace or add a layer to traditional system engineering (TSE) processes used in developing individual systems or SoS. ESE processes should complement TSE processes by shaping outcome spaces and stimulating interactions among enterprise participants through marketlike mechanisms to reward those that create innovation which moves and accelerates the evolution of the enterprise.",10.1007/978-3-540-85081-6_69,,springerlink
2007,Assessing hybrid incremental processes for SISOS development,"Abstract New processes are being assessed to address modern challenges for Software-Intensive Systems of Systems (SISOS), such as coping with rapid change while simultaneously assuring high dependability. A hybrid agile and plan-driven process based on the spiral lifecycle has been outlined to address these conflicting challenges with the need to rapidly field incremental capabilities in a value-based framework. A system dynamics model has been developed to assess the incremental hybrid process and support project decision making. It estimates cost and schedule for multiple increments of a hybrid process that uses three specialized teams, and also considers the mission value of software capabilities. It considers changes due to external volatility and feedback from user-driven change requests, and dynamically reestimates and allocates resources in response to the volatility. Deferral policies and team sizes can be experimented with, and it includes trade off functions between cost and the timing of changes within and across increments, length of deferral delays, and others. We illustrate how the model can be used to determine optimal agile team size to handle changes. Both the hybrid process and simulation model are being evolved on a very large scale incremental SISOS project and other potential pilots. Copyright © 2007 John Wiley \& Sons, Ltd.",10.1002/spip.332,,wiley
