year,title,abstract,doi,url,source
2019,Porous system boundaries,"Boundary conditions are an ongoing problem to accurately model any system. A typical complaint, especially with complex and complex adaptive systems, is that system boundaries have been drawn poorly. In reality, the boundaries are constantly evolving over time, are at multiple levels of aggregation, have interdependent interfaces, and can be different depending on the perspective of the stakeholder. The interfaces between each level can have a positive or negative impact, depending on the macro-view of each level. If a level of a system desires to have organized subsystem boundaries, this dictates not only how the interfaces from its parent level need to be organized, but also what kind of interfaces are forced onto its child. This paper will describe the elements found in a system consisting of porous system boundaries. Porous system boundaries incorporate the use of system and System of Systems techniques to show adaptation of external influences at lower levels. Used throughout this paper is an example of a new organizational architecture at a generalized company to illustrate adaptation due to external influences. © 2019 by the American Institute of Aeronautics and Astronautics, Inc. All rights reserved.",10.2514/6.2019-0225,,scopus
2018,How to deal with the complexity of future cyber-physical systems?,"Cyber-Physical Systems (CPS) integrate computation, networking and physical processes to produce products that are autonomous, intelligent, connected and collaborative. Resulting Cyber-Physical Systems of Systems (CPSoS) have unprecedented capabilities but also unprecedented corresponding technological complexity. This paper aims to improve understanding, awareness and methods to deal with the increasing complexity by calling for the establishment of new foundations, knowledge and methodologies. We describe causes and effects of complexity, both in general and specific to CPS, consider the evolution of complexity, and identify limitations of current methodologies and organizations for dealing with future CPS. The lack of a systematic treatment of uncertain complex environments and “composability”, i.e., to integrate components of a CPS without negative side effects, represent overarching limitations of existing methodologies. Dealing with future CPSoS requires: (i) increased awareness of complexity, its impact and best practices for how to deal with it, (ii) research to establish new knowledge, methods and tools for CPS engineering, and (iii) research into organizational approaches and processes to adopt new methodologies and permit efficient collaboration within and across large teams of humans supported by increasingly automated computer aided engineering systems. © 2018 by the authors. Licensee MDPI, Basel, Switzerland.",10.3390/designs2040040,,scopus
2018,"Introduction to 12th workshop on distributed software development, software ecosystems and systems-of-systems (WDES@ECSA 2018)","Systems-of-Systems (SoS) have become increasingly complex and used in highly distributed, dynamic, and even open environments. SoS refer to evolving software systems, where constituent systems work cooperatively to fulfill complex missions, facing software architecture researchers/practitioners with substantial challenges. In parallel, Software Ecosystem (SECO) has become an important research topic, addressing social and business issues along with technical aspects of software architectures. SoS and SECO are closely related, also naturally distributed so as the distribution of development teams, along with the inherent difficulties of coordination and communication. In this scenario, Distributed Software Development (DSD) deals with distributed resources to reduce cost and reach new IT markets. Inherent problems and challenges of software engineering are amplified and become more critical when those three topics need to be analyzed together. WDES 2018 will provide researchers and practitioners with a forum to exchange ideas and experiences, analyze R&D issues, discuss promising solutions, and propose theoretical foundations for architecting complex systems, inspiring visions for the future of software engineering for SoS, SECO, and DSD. © 2018 Association for Computing Machinery. All rights reserved.",,,scopus
2019,A systemic approach for disruption risk assessment in oil and gas supply chains,"Twenty-first century systems are characterised by rapid changes and constantly evolving dynamics. Therefore, supply chains have become more globalised and complex than ever before. Global supply chains are often accompanied by serious threats and significant additional risks to industries that rely heavily on them. The oil and gas industry encounter significant supply chain risks throughout all stages. The objective of this paper is to provide a holistic complex system governance (CSG) perspective to investigate disruption risks in oil and gas supply chains. As a case study, the piracy problem in Africa is used to demonstrate the efficacy and extensibility of the CSG perspective to a wider array of potential supply chain disruptions. Unlike ready-made solutions or 'off-the-shelf' strategies that may actually undermine the establishment of a resilient global oil and gas supply chain, this paper examines associated risks as a complex system, or a system of systems problem. Copyright © 2019 Inderscience Enterprises Ltd.",10.1504/IJCIS.2019.100428,,scopus; webofscience
2019,Net shape extrusion of titanium bars through coupled two part preform manufacturing process: System of systems approach—Part II,"The first part of this paper explored the identification of various methodological challenges which have to be addressed when designing complex multi-system integration associated with titanium metalworking and manufacture, while in this second part of the paper, we explore the evolution of System of Systems (SoS) design and development of complex multi-system integration. Theory of Inventive Problem Solving (TRIZ) is employed to address identified system incongruity. The utilization of the SoS design approach coupled with the TRIZ innovation technique proved effective at addressing the system constraints for the titanium manufacturing supply chain. The utilization of the two-part process prescribed by the SoS design approach proved effective at addressing requirements and broadly stated industry needs. Through this unique system, design net-shaped structural beam from common aerospace grade titanium (Ti-6Al-4V) was successfully manufactured. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.",10.3390/met9040423,,scopus
2019,Establishing governance for CSI: An MCDA approach,"Indeed, the domain of space infrastructure systems has evolved from a benign environment, with a relatively small number of satellites scattered over vast distances, to an increasingly complex, crowded, and hostile ‘system-of-systems’. In this chapter, three proposed governance scenarios for the space domain are evaluated efficacy using principles of Complex System Governance. First is a scenario derived from an official document of the United States’ National Academies of the Sciences and Engineering. Second is based on an article from the European Institute for Security Studies. A third option is developed based on assumption of accelerating growth in space commercialization and evolution to an Internet-like environment. The three governance scenarios are evaluated using single utility analysis, Fuzzy Sets-based decision analysis, Evidential Reasoning, the Analytic Hierarchy Process, and Logical Decisions for Windows multi-utility software. The results are discussed along with strengths and weaknesses of the tools. © Springer Nature Switzerland AG 2019.",10.1007/978-3-030-12604-9_11,,scopus; springerlink
2019,Education for Sustainability: Lessons from Living Systems Governance,"To survive that is to eat and not to be eaten. Whatever its spatial and temporal level of or-ganisation, every living system owns 7 invariant capacities (the gauge invariance paradigm). Emerging by embedments and juxtapositions of previous systems, every living system-of-systems is both depen-dent and independent from its new global level of organisation and past and present local situations of emergence. Mass growth governs growth phase duration. Local actors, modules of past, present and new modules of modules become mutually integrated (percolation process) into a new Whole through their merging into an ARMSADA (Association for the Reciprocal and Mutual Sharing of Advantages and DisAdvantages). Reversely (systemic constructal law) the global Whole is integrating the local parceners. Whatever the organisation level, the living systems obey the same principle of evolution and emergence, the volume and time of generation of the adult system obey a correlation: The mass controlled duration of acquisition of the reproductive capacity and the volume at its acquisition are linked by a 3/2 exponent power law. This dynamic fractal law is invariant, between and within le-vels of organisation. Brownian motion is the basic phenomenon of growth control: Matter and energy are exchanged at a constant flow rate. A Pareto-like relationship governs limits and limitations: Mutual survival depends on reciprocal limitations, through interactive feedbacks, for the best and for the worst. To survive that is to transform disadvantages into advantages and to avoid advantages turn to disadvantages. © 2019, Science Press (China). All rights reserved.",10.21078/JSSI-2019-199-28,,scopus
2019,Artificial intelligence engineering for postsecondary education digital transformation,"We present conceptual foundations for artificial intelligence, expert systems, and knowledge engineering and management and discuss high quality in education. Following, we discuss the basics of our vision and prospective about higher education (HE): the battle for the future with digital transformation (DT). Next, we present our central Chapter 4 on DT: our dual model of knowledge and data, as befits a HE institution. Below, we present a succinct outline of our architectural model. The pillars of the architecture are funding, research, entrepreneurship and social projection (Chapter 8); recognizing from the start that knowledge has its ethos in the university; these pillars correspond to: • Productive ecosystem of the DT • DT that enhances knowledge and innovation in the universities for the habilitation of the digital capabilities • A new economy that requires the U transformation as social projection. • New DT human talent required by the new knowledge and intelligence industry. The student hyper-personalization by competences and skills is required. Ten Views of Our DT Model, given its complex process that takes place in long ways, a process required for the successful survival of an organization into the IV Industrial Revolution, with the final purpose of being very competitive, productive and of high quality (HQ). The DT views, namely: 1- The DT Ecosystem. 2- The structural vision or the pillars of the DT mentioned. 3- The DT strategic map, showing scenarios, actors and vision-mission. 4- The architectural components for DT: 8 architectures were developed and implemented, applying some intelligent constructs that we have developed and documented in the last 10 years at FESSANJOSE (U. San José), leading DT in postsecondary education (PSEd). 5- Digital 360° architecture of DT Academy and Administration LOCUS: this architecture is the digital portfolio that implies the organization of the subsystems to obtain better and/or new functionalities based on knowledge to obtain an intelligent behavior. The DT multilayer-architecture approach is a system of systems (SoS) one, which ensures compliance with government policies, norms and standards, in a highly complex social institution with digital assets; this approach describes the subsystems at a higher level, where a system is composed, and with the protocols by which the subsystems communicate. It provides a 360° business vision map and a planning framework for commercial and technological changes. 6- The computational-mathematical perspective of DT, identifying endogenous and exogenous variables and their interrelations. 7- The synthesis, the Matrix of End-Means (EMM) that summarizes in DT: Where the HE is. In addition, where can the HE go? 8- The MIR Matrix, which describes DT Objectives, impacts-indicators and results. 9- The dynamic model of the DT system, based on computational intelligence, representing the system information control of all the components to achieve the completion of the DT. The intelligent management information system (iMIS) for PSEd, shows the dynamics of DT, integrating several multilevel system hybrid architectures, as a space to respond to the solution of the HE problems, tending to the desired competitiveness, specifically pointing out the way that these modern technologies can be included for their adaptation and evolution in PSEd in post-modernity, making governability, and teaching and student productivity compatible with educational high quality, the purpose of DT. The interface Results of the iMIS includes: high quality metrics, digitization rate progress, indicators (an special appendix on KPI were included) and values of management, desertion, answers, and plans. The Input Interface includes data, information and knowledge acquisition, where the attributes, parameters. © 2019 by Nova Science Publishers, Inc. All rights reserved.",,,scopus
2018,Modeling and Robust Optimization for System of Systems Problems under Uncertainty,"The paper proposes a novel idea for how to model and optimize uncertain problems of system of systems (SoS). Firstly, the background and necessity on researching SoS and its robust optimization under uncertainty are introduced. Secondly, preparatory models are constructed to model the aggregations and cooperation among SoS and are regarded as the main body of further studies. Subsequently, a scenario-based model to formulate uncertainties and a Markov-based model to simulate uncertainty evolutions of SoS are introduced. Then, a novel idea for how to solving robust optimization under uncertainties in single-stage and multi-stage is proposed. The methods of the researches can be applied to solve SoS problems under uncertainty in real world, such as transportation systems planning, power grid systems operation and competition considered financial cooperation etc. © 2018 IEEE.",10.1109/CCSSE.2018.8724800,,scopus
2020,Complex systems and control: the paradigms of structure evolving systems and system of systems,"This chapter deals with two rather new notions of complexity emerging in Engineering Systems, reviews existing approaches and results and introduces a number of open problems defining a research agenda in the field. We examine these notions based on the fundamentals of a systemic framework and from the perspective of Systems and Control Theory. The two new major paradigms expressing forms of engineering complexity which have recently emerged are the new paradigms of Structure Evolving Systems (SES) and Systems of Systems (SoS). The origin and types of complexity linked to each one of these families are considered, and an effort is made to relate these new types of complexity to engineering problems and link the emerging open issues to problems and techniques from Systems and Control Theory. The engineering areas introducing these new types of complexity are linked to the problems of Integrated System Design and Integrated System Operations. © Springer Nature Switzerland AG 2020.",10.1007/978-3-030-18572-5_1,,scopus; springerlink
2019,Software mediators as first-class entities of systems-of-systems software architectures,"Context: In contrast to traditional software systems that are mostly created from scratch, current software systems are engineered as a junction of systems already in operation. Examples can be found in domains, such as smart cities, crisis and emergency, IoT, big data, industry 4.0, and connected health systems. Most of them can be considered systems-of-systems (SoS), since they refer to alliances of operational and managerial independent software-intensive systems, which are sometimes distributed over different environments. Therefore, SoS software architectures must be dynamic, evolve over time, and support the execution of emergent behaviors to accomplish SoS missions. They must be also designed to enable the connection of heterogeneous systems, making possible their interoperation, communication, coordination, cooperation, and collaboration, most of the times, in a seamless way. Similar challenges have been addressed by using software mediators as architectural entities. However, the application of mediators in SoS has not been properly explored. Goal: This article introduces MediArch, a layered architecture that considers mediators as first-class software entities to be used in the construction of SoS architectures. Our objective is to present evidence about how MediArch’s can support the construction of SoS architectures. Methods: The following four steps were conducted to define MediArch: (1) identification of mediation requirements to allow SoS properties; (2) establishment and categorization of twelve types of mediators, for enabling capabilities of communication and control of constituent systems interactions and conversion of heterogeneous messages exchanged through a mediation infrastructure; (3) specification of duties, behaviors, assumptions, and guarantees of mediators; and (4) organization of MediArch in three layers, namely, the constituents & consumer systems layer; the communication, conversion, & coordination layer; and the control layer. This architecture was used as the backbone for the software architectures of two SoS in different domains, namely, flood monitoring system-of-systems (FMSoS), and health-care supportive home system-of-systems (HSH-SoS), for providing evidence on how MediArch supports the architecting process of SoS. Results: MediArch (1) supports the integration of independent constituent systems, (2) provides strategies to manage emergent behaviors, (3) defines different schemes of control authorities, (4) offers elements to support SoS evolution, and (5) promotes the resilience and adaptability of SoS architectures. Conclusions: Although MediArch contributes to the establishment of SoS architectures, some challenges related to performance, resource consumption, security, safety, and non-disruptive reconfigurations must still be overcome. © 2019, The Author(s).",10.1186/s13173-019-0089-3,https://link.springer.com/article/10.1186/s13173-019-0089-3,scopus; springerlink; googlescholar
2019,Toward 'Smart' system of systems engineering (SoSE) Management: An evolving toolbox approach,This paper discusses the need for an Evolving Toolbox in the field of SoSE management. A new paradigm is needed now to cope with ever-increasing levels of complexity that occur within engineered SoS. This paper proposes an Evolving Toolbox which will allow SoSE management to become 'smart.' The Evolving Toolbox will have several features necessary in successfully managing SoS. An initial range of toolsets is suggested. These toolsets interact inside the toolbox allowing emergence to occur. The toolbox is open to the external environment and so the tools can adapt. There is also the capacity for newly emerging tools to be integrated into the toolbox. This proposal will lead to more efficient and effective management and could have implications for standardization and certification in SoSE. New tools can emerge within the cloud including tools which are proprietary to SoS. © 2019 IEEE.,10.1109/SYSOSE.2019.8753851,,scopus
2018,"Evolution of systems engineering scholarship from 2000 to 2015, with particular emphasis on software","Systems engineering in 2018 has many challenges, both to build the complex systems of systems of the future, and to build the complex systems of which they are composed. Systems engineering needs to be able to design around stable requirements when there are long-lead manufactured items to be incorporated, and also needs to be able to evolve the design along with evolving requirements for larger systems. The “systems engineering of yesterday,” which, when done well, greatly enhanced the design and use of stand-alone systems, has to be extended to adequately cover evolving systems of systems, being agile and resilient and responsive. This paper compares articles in 1 year of the first 5 years and 1 year of the last 5 years out of the 20-year history of the Systems Engineering journal, and considers generality via lexicographic trend analysis. Based on the topics addressed by the articles in each year, there is more interest today in the larger system (e.g., economics, simulation of the environment, systems-of-systems), on quality attributes (more often called “ilities” or life-cycle properties in systems engineering) and on modeling, management, and technology maturity. There is less interest today in process and requirements. These can be explained by systems engineering having moved away from initially deeply-explored topics into new areas. © 2018 Wiley Periodicals, Inc.",10.1002/sys.21441,https://incose.onlinelibrary.wiley.com/doi/abs/10.1002/sys.21441,scopus; wiley; webofscience; googlescholar
2019,A study of an adaptive approach for systems-of-systems integration,"Systems-of-systems are a growing composition of complex, autonomous and heterogeneous systems that collaborate in order to achieve complex and evolving targets that exceed the sum of the parts. In fact, the biggest challenge in such environment lays in the preservation of the viability of the system-of-systems and its evolvement while handling component systems' dynamic integrations. This also represents a pressing issue in systems-of-systems engineering. In this paper, we present a collection of definitions dedicated to sire the system-of-systems' concept, their characteristics and typology. Next, we detail the challenges facing the integration process in systems-of-systems. Then, we present our proposition to manage this issue. It is based on an adaptive integration approach to systems-of-systems typology. Two case studies are provided in order to experiment our theory. We evaluate the performance of the approach in both cases. Results are cross-compared. © 2019 Inderscience Enterprises Ltd.",10.1504/IJSSE.2019.097895,,scopus
2019,A governance perspective for system-of-systems,"The operating landscape of 21st century systems is characteristically ambiguous, emergent, and uncertain. These characteristics affect the capacity and performance of engineered systems/enterprises. In response, there are increasing calls for multidisciplinary approaches capable of confronting increasingly ambiguous, emergent, and uncertain systems. System of Systems Engineering (SoSE) is an example of such an approach. A key aspect of SoSE is the coordination and the integration of systems to enable ‘system-of-systems’ capabilities greater than the sum of the capabilities of the constituent systems. However, there is a lack of qualitative studies exploring how coordination and integration are achieved. The objective of this research is to revisit SoSE utility as a potential multidisciplinary approach and to suggest ‘governance’ as the basis for enabling ‘system-of-systems’ coordination and integration. In this case, ‘governance’ is concerned with direction, oversight, and accountability of ‘system-of-systems.’ ‘Complex System Governance’ is a new and novel basis for improving ‘system-of-system’ performance through purposeful design, execution, and evolution of essential metasystem functions.’. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.",10.3390/systems7040054,https://www.mdpi.com/2079-8954/7/4/54,scopus; webofscience; googlescholar
2019,Conceptual Description of Nature-Inspired Cognitive Cities: Properties and Challenges,"Smart cities result from the wide adoption of information and communication technologies aimed at addressing challenges arising from overpopulation and resources shortage. Despite their important and fundamental contributions, ICT alone can hardly cope with all the challenges posed by growing demands of overpopulated cities. Hence, novel approaches based on innovative paradigms are needed. In this article we revise the concept of Cognitive City founded on Siemens’ Connectivism and understood as the evolution of current smart cities augmented with artificial intelligence, internet of things, and ubiquitous computing. We present the concept of cognitive city as a complex system of systems resembling complex adaptive systems with natural resilient capabilities. We build and propose our model upon the principles of decentralized control, stigmergy and locality, multi-directional networking, randomness, specialization and redundancy. Also, we show a realistic application of our model. With the aim to set the ground for further research, we summarize the main challenges that remain open, both from a societal and technical perspective. Hence, the goal of this article is not to provide a solution to those challenges but, to raise awareness on the problem, and foster further research in the multiple lines that remain open. © 2019, Springer Nature Switzerland AG.",10.1007/978-3-030-19651-6_21,,scopus; springerlink; webofscience
2019,Conceptual model of a digital platform for cyber-physical management of a modern enterprises part 1. Digital platform and digital ecosystem; [Концептуальная модель цифровой платформы для кибер-физического управления современным предприятием Часть 1. Цифровая платформа и цифровая экосистема],"The paper proposes conceptual model of a digital platform for cyber-physical management of modern enterprises in the upcoming era of Industry 5.0. Unlike Industry 4.0, which focuses on automation of physical processes, Industry 5.0 is oriented on digitization of knowledge and automation of reasoning processes for creating artificial intelligence that is able to manage enterprises. This still emerging era will be characterized by the vision of any business, including industrial production or logistics, as a complex adaptive system built on fundamental principles of self-organization and evolution, as well as interaction of artificial intelligence systems and humans. The paper shows that implementation of such production and logistics management systems will require development of new models and decision-making methods based on knowledge and semantic information processing, integration of computational and communication components, accumulation of big data and its processing for predictive analytics, blockchain technologies for fixing mutual obligations of systems components in the form of smart contracts, as well as human-machine and software interfaces. Existing approaches to creation of digital platforms within the digital economy of Industry 4.0 and their limitations are analyzed. The concept of digital ecosystem is developed as an open, distributed, self-organized ""system of systems"" of smart services capable of coming up with solutions and automatically resolving conflicts through negotiations and concessions. The concept of the digital platform within Industry 5.0 is described, which will be able to support functioning of the digital ecosystem of ""smart services"" of cyber-physical management of both individual objects and enterprises of humans and robots, and in the future, industries of such enterprises - implemented using self-organizing autonomous agents at all levels. © 2019 Mekhatronika, Avtomatizatsiya, Upravlenie. All right reserved",10.17587/mau.20.323-332,,scopus
2018,A review and future directions of SOA-based software architecture modeling approaches for System of Systems,"Software architecture is a software system’s earliest set of design decisions that are critical for the quality of the system desired by the stakeholders. The architecture makes it easier to reason about and manage change during different phases of complex software life cycle. The modeling of software architecture for System of Systems (SoS) is a challenging task because of a system’s complexity arising from an integration of heterogeneous, distributed, managerially and operationally independent systems collaborating to achieve global missions. SoS is essentially dynamic and evolutionary by design requiring suitable architectural patterns to deal with runtime volatility. Service-oriented architecture offers several architectural features to these complex systems; these include, interoperability, loose coupling, abstraction and the provision of dynamic services based on standard interfaces and protocols. There is some research work available that provides critical analysis of current software architecture modeling approaches for SoS. However, none of them outlines the important characteristics of SoS or provides detailed analysis of current service-oriented architecture modeling approaches to model those characteristics. This article addresses this research gap and provides a taxonomy of software architecture modeling approaches, comparing and contrasting them using criteria critical for realization of SoS. Additionally, research gaps are identified, and future directions are outlined for building software architecture for SoS to model and reason about architecture quality in a more efficient way in service-oriented paradigm. © 2018, Springer-Verlag London Ltd., part of Springer Nature.",10.1007/s11761-018-0245-1,https://link.springer.com/article/10.1007/s11761-018-0245-1,scopus; springerlink; webofscience; googlescholar
2019,A perceptive interface for intelligent cyber enterprises,"Large scale, complex, networked enterprises, as may be considered (trans)national energy systems, multi-national manufacturing enterprises, smart cities a.s.o. are structures that can be characterized as systems of systems (SoS) and, as such, require specific modelling paradigms and control architectures to ensure their successful running. Their main characteristic is the necessity of solving practically one-of-a-kind problems with respect to the external context and internal configuration, thus dealing with dynamically evolving flows of data and information. The paper introduces the concept of intelligent cyber-enterprise, as an integrating paradigm that uses information and knowledge dynamics, in order to model and control SoS, especially focusing on the importance of appropriately adapt external and internal perception of an enterprise through a new generation of sensorial systems—the perceptive interfaces. The authors analyze sensing and perception in relation to intelligent cyber enterprise model and propose an implementation for a perceptive system interface. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.",10.3390/s19204422,,scopus; webofscience
2017,System-of-systems standards,"Almost each arena of human activity uses recognized standards or guidelines for personal, business, government, or other entity use. There exist a multitude of organizations and standards. Visiting the Los Alamos National Laboratory Research Library, in New Mexico, one finds that the library provides information on over 350,000 standards from more than 450 organizations [2]. A “standard” as found in a dictionary has many meanings, all of which may have some relevance to systems of systems, their development, and realization. The following paragraphs provide a look at some definitions of “standard(s)” and some general meanings and specifics concerning their usage, development, evolution, application, and management. © 2009 by Taylor & Francis Group, LLC.",10.1201/9781420065893,,scopus
2016,Framework for a system of systems design oriented to evolution,"A framework was proposed for designing a system of systems (SoS) that takes account of the system's evolution over time. Given the design space of the SoS analysis, construct a multi-epoch scenario design, SoS optimization, and robust designs. A hybrid model based on multi-agent and system dynamic models was used to analyze the evolution of an SoS and find robust designs. The framework can help decision makers generate a robust SoS structure based on the SoS's capabilities over multiple epochs. Copyright © 2016 Editorial Department of Journal of Donghua University. All rights reserved.",,,scopus
2017,Emergence as innovation in systems of systems-A three systems model,"While emergence tends to be discussed as an outcome of a system of systems (SoS), it should be viewed as a process. Emergence is often the result of innovation within an SoS. We contend that, because of the complex adaptive nature of SoS, the assessment of the potential for innovation to create positive change is necessary for effective evolutionary planning. Innovation potential represents the convergence of three systems: The system of interest, the innovation system, and the context where these interact and come together. The three-system model is a useful perspective to assess the potential impact of innovation on the evolution of an SoS, and to describe the context of SoS emergence as enabled or constrained by its innovation system. We describe a set of methods and tools adapted from both SoS engineering and human-centered design which can be used for strategic design and planning of SoS evolution. The methods and tools are discussed with respect to the potential emergence of Internet of Things (IoT) technologies into the context of urban transportation systems, a complex adaptive SoS. © 2017 IEEE.",10.1109/SYSOSE.2017.7994975,,scopus
2017,Cyber-physical product-service systems – challenges for requirements engineering,"These days, manufacturers need to improve both their products and services, as well as their technological base to achieve a more sustainable value proposition, to become more efficient and effective in the market, and to satisfy user needs. Significant emerging technologies being discussed in various research studies include networked and smart-environments connected by Internet of Things (IoT), wearable technologies, tangible interfaces, human-robot collaboration, evolving tools, processes and interactions, virtual reality, the ubiquitous use of machine learning, and deep-learning algorithms. Such aspects are increasing the benefits of technology and opening the way toward technical breakthroughs, and have led to the emergence of cyber-physical systems (CPSs), which can be seen as systems of systems, requiring collaboration among different disciplines such as mechanical engineering, electrical engineering, and computer science for their realization. To enable the full potential of a CPS and generate a substantial competitive advantage, however, the service perspective cannot be neglected. Servitization of product offerings has recently accumulated in so-called productservice systems (PSSs), which describe the integrated development, realization, and provisioning of productservice bundles as a solution for customers. Thus, it is more and more important to consider both the technological and service aspects early in the development process. An integration of the two concepts will lead to product-service bundles provided on a cyberphysical basis, creating cyber-physical product-service systems (CPSSs). To base these complex systems on stakeholder needs and allow a successful and dynamic change to CPSSs in industry, multi-disciplinary requirements engineering (RE) for the hardware, software, and service components is a key aspect. The objective of this paper is to provide an introduction to the CPSS concept, understand its application in an industrial case, and elaborate on the specific challenges for systems engineering, focusing on the RE process. © 2017, Fuji Technology Press. All rights reserved.",10.20965/ijat.2017.p0017,,scopus
2017,Amorphous transdisciplinary service systems,"Amorphous transdisciplinary system is the application of backend object-oriented service providers - local/remote objects - having independent limited computational functionalities - provider services - that dynamically actualise frontend service-oriented microservices and macroservices. A microservice binds to a single provider and executes a single provider service. A macroservice by contrast is a compound service request comprising of microservices and other macroservices with service fidelities and metafidelities. Macroservices express dynamic collaborations of large number of provider services (applications, tools, and utilities) with emergent multifidelity management. This type of agile service aggregation is often referred to as a system of systems. A metafidelity - fidelity of fidelities - is used by a fidelity management system to morph a macroservice for evolving collaboration of provider services at runtime. The presented amorphous transdisciplinary approach provides service-oriented modelling or programming, or both (mogramming) with a corresponding service-oriented operating system. The operating system runs amorphous frontend macroservices and dynamically manages its service processor - corresponding collaborations of backend service providers. Copyright © 2017 Inderscience Enterprises Ltd.",10.1504/IJASM.2017.086152,,scopus
2017,Evolution Model of Equipment Support System of Systems Based on Complex Network Theory,"The equipment support system of systems (SOS) architecture plays a decisive role in the effectiveness and adaptability of SOS, and the evolution model is a key technology to construct the equipment support SOS architecture. An improved evolution model of equipment support SOS based on the multi-weighted network is proposed for the heterogeneity of the entities in the equipment support SOS and the impact of the support mission requirements on the architecture evolution. The network characteristics of equipment support SOS is analyzed, the complex network theory is introduced to construct the initial weighted network model of the equipment support SOS, and the network evaluation indexes are presented. On this basis, the network evolution rule and the improved evolution model are proposed. In the weighted network model, the support mission requirements are abstracted as the network nodes, and the uncertainty of mission requirements is described by a quaternion, and the fitness index is used to link support mission requirements with the SOS architecture. The heterogeneity of network nodes is characterized by the type and support capability of nodes, and regarded as a major factor in the evolution process. The simulation experimental results show that the improved model can be used to determine the influence of the support mission on the evolution process, improve the adaptability of SOS architecture to the mission, and enhance the SOS effectiveness in a certain range. © 2017, Editorial Board of Acta Armamentarii. All right reserved.",10.3969/j.issn.1000-1093.2017.10.019,,scopus
2018,"Integrating in-vehicle, vehicle-To-vehicle, and intelligent roadway systems","With the inexorable push toward autonomous road vehicles by companies such as Tesla Motors and Google, there is an urgent need to make roadways 'smart' and to connect vehicles' computer systems to one another and to their surroundings, infrastructure, and ecosystem. The effective integration of these systems is a major challenge for companies and government agencies. We examine the state of current and evolving systems and communications with respect to in-vehicle (IV), vehicle-To-vehicle (V2V), vehicle-To-surroundings (V2S), vehicle-To-infrastructure (V2I), and vehicle-To-ecosystem (V2E). We define the term 'surroundings' as the immediate vicinity of a vehicle; 'infrastructure' as the local area, such as a municipality or nearby countryside; and 'ecosystem' as distant facilities, such as the Internet, the Cloud, and call centers. We postulate that, for self-driving road vehicles to be fully effective, these efforts must progress together, and selected approaches must be standardized, preferably globally, so that diverse systems can be readily integrated into systems-of-systems. Failure to make such advances across the board will hamper the design, development, and deployment of the many safety-critical systems in need of integration. We suggest how to introduce such technologies, taking into consideration the latest advances and the cost and ease of implementation and support. © 2018 WIT Press.",10.2495/DNE-V13-N1-23-38,,scopus
2017,"23rd International Working Conference on Requirements Engineering - Foundation for Software Quality, REFSQ 2017","The proceedings contain 26 papers. The special focus in this conference is on Use Case Models, Ecosystems, Innovation, Human Factors in Requirements Engineering, Goal-Orientation in Requirements Engineering, Communication, Collaboration, Tool Integration, Representation of Requirements, Agile Requirements Engineering, Natural Language Processing, Information Retrieval and Research Methodology in Requirements Engineering. The topics include: Incremental reconfiguration of product specific use case models for evolving configuration decisions; modeling and analyzing openness trade-offs in software platforms; defect prevention in requirements using human error information; requirements quality assurance in industry; integrating goal model analysis with iterative design; common mistakes of student analysts in requirements elicitation interviews; from requirements monitoring to diagnosis support in system of systems; improving user story practice with the Grimm method; on the ability of lightweight checks to detect ambiguity in requirements documentation; specifying software requirements for safety-critical railway systems; an experience report and usefulness of a human error identification tool for requirements inspection.",,,scopus
2018,A virtual teams model for supporting maritime technology management,"Computer and networking technology on board ships is increasing in complexity as the levels of automation and monitoring at sea evolve. Ships are acknowledged to be a System of systems, including both IT (Information Technology) and OT (Operational technology). A virtual team that includes members of the various on-board departments, shore based technical support staff and vendors perform management of technical equipment, largely in isolation. It is possible to conclude that the technology installation is one of the only operational aspects of a vessel, where no one has the full picture and could drive a coordinated response to a major technology issue. This paper will propose a best practice framework for governance of technology on board ships. This framework will serve as an input to the process of including cyber security in the ISM Safety Management Manual for the 2021 deadline. © 2018 The Royal Institution of Naval Architects.",,,scopus
2018,Cyber physical systems implementation for asset management improvement: A framework for the transition,"The transformation of the industry due to recent technologies introduction is an evolving process whose engines are competitiveness and sustainability, understood in its broadest sense (environmental, economic and social). This process is facing, due to the current state of scientific and technological development, a new challenge yet even more important: the transition from discrete technological solutions that respond to isolated problems, to a global conception where the assets, plant, processes and engineering systems are conceived, designed and operated as an integrated complex unit. This vision is evolving besides a set of concepts that are, in some way, to guide this development: Smart Factories, Cyber-Physical Systems, Factory of the Future or Industry 4.0, are examples. The full integration of the operation and maintenance (O&M) processes in the production systems is a key topic within this new paradigm. Not only that, this evolution necessarily results in the emergence of new processes and needs of O&M, i.e. also, the O&M will undergo a profound transformation. The transition from actual isolated production assets to such Industry 4.0 with CPS is far from easy. This document presents a proposal to develop such transition adapting one iteration of the Model of Maintenance Management (MMM) integrated into ISO 55000 to the complexity of incorporating “System of Systems” CPSs maintenance. It involves several stages: identification, prioritization, risk management, planning, scheduling, execution, control, and improvement supported by system engineering techniques and agile/concurrent project management. © 2018 Taylor & Francis Group, London.",,,scopus; webofscience
